##################################################;;;;;;;;;;;;;;x,,
# Leader Ranks;;;;;;;;;;;;;;x,,
##################################################;;;;;;;;;;;;;;x,,
armor_brigade_short;3GMBT;;;;;;;;;;;;;x
anti_air_brigade;Short Range A-A;;;;;;;;;;;;;x
anti_air_brigade_short;SRAA;;;;;;;;;;;;;x
engineer_brigade;Combat Engineers;;;;;;;;;;;;;x
engineer_brigade_short;ENG;;;;;;;;;;;;;x
hq_brigade;Headquarters;;;;;;;;;;;;;x
hq_brigade_short;HQ;;;;;;;;;;;;;x
light_armor_brigade;Light Armour;;;;;;;;;;;;;x
light_armor_brigade_short;L Arm;;;;;;;;;;;;;x
tank_destroyer_brigade;Motorized AT;;;;;;;;;;;;;x
tank_destroyer_brigade_short;MOTAT;;;;;;;;;;;;;x
mechanized_brigade;Mechanized Infantry;;;;;;;;;;;;;x
mechanized_brigade_short;HMEC;;;;;;;;;;;;;x
motorized_brigade;Motorized Infantry;;;;;;;;;;;;;x
motorized_brigade_short;MOT;;;;;;;;;;;;;x
militia_brigade;Militia;;;;;;;;;;;;;x
militia_brigade_short;MIL;;;;;;;;;;;;;x
mot_AA_brigade;Long Range A-A;;;;;;;;;;;;;x
mot_AA_brigade_short;LRAA;;;;;;;;;;;;;x
garrison_brigade;Garrison;;;;;;;;;;;;;x
garrison_brigade_short;GAR;;;;;;;;;;;;;x
police_brigade;Military Police;;;;;;;;;;;;;x
police_brigade_short;POL;;;;;;;;;;;;;x
bergsjaeger_brigade;Mountain Infantry;;;;;;;;;;;;;x
bergsjaeger_brigade_short;MTN;;;;;;;;;;;;;x
paratrooper_brigade;Airborne Infantry;;;;;;;;;;;;;x
paratrooper_brigade_short;PAR;;;;;;;;;;;;;x
rocket_artillery_brigade;Rocket Artillery;;;;;;;;;;;;;x
rocket_artillery_brigade_short;R Art;;;;;;;;;;;;;x
sp_rct_artillery_brigade;S-P Rocket Artillery;;;;;;;;;;;;;x
sp_rct_artillery_brigade_short;SP R Art;;;;;;;;;;;;;x
sp_artillery_brigade;S-P Artillery;;;;;;;;;;;;;x
sp_artillery_brigade_short;SP Art;;;;;;;;;;;;;x
marine_brigade;Marine Infantry;;;;;;;;;;;;;x
marine_brigade_short;MAR;;;;;;;;;;;;;x
partisan_brigade;Partisan;;;;;;;;;;;;;x
partisan_brigade_short;PTS;;;;;;;;;;;;;x
special_forces;Special Forces;;;;;;;;;;;;;x
special_forces_short;SPF;;;;;;;;;;;;;x
ranger_brigade;Elite Light Infantry;;;;;;;;;;;;;x
ranger_brigade_short;ELINF;;;;;;;;;;;;;x
technical_brigade;Technical;;;;;;;;;;;;;x
technical_brigade_short;THC;;;;;;;;;;;;;x
ifv_brigade;Armored Recon;;;;;;;;;;;;;x
ifv_brigade_short;AREC;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x,,
# Naming Conventions;;;;;;;;;;;;;;x,,
##################################################;;;;;;;;;;;;;;x,,
REGIMENT_NAME;$NUM$$ORDER$ $TYPE$ Brigade;Brigade $TYPE$ $NUM$$ORDER$ ;$NUM$$ORDER$ $TYPE$ Brigade;;Brigada $NUM$$ORDER$ $TYPE$;;;;;;;;;x,,
SUBUNIT_NAME;$NUM$$ORDER$ $TYPE$;$TYPE$ $NUM$$ORDER$;$NUM$$ORDER$ $TYPE$;;$NUM$$ORDER$ $TYPE$;;;;;;;;;x,,
ARMY_NAME;$NUM$$ORDER$ Army;Armée $NUM$$ORDER$;$NUM$$ORDER$ Armee;;Ejército $NUM$$ORDER$;;;;;;;;;x,,
ARMYGROUP_NAME;$NUM$$ORDER$ Army Group;Groupe d'armées $NUM$$ORDER$ ;$NUM$$ORDER$ Armeegruppe;;Grupo de ejército $NUM$$ORDER$;;;;;;;;;x,,
THEATRE_NAME;$NUM$$ORDER$ Theatre;Théâtre des opérations $NUM$$ORDER$;$NUM$$ORDER$ Kriegsschauplatz;;Teatro $NUM$$ORDER$;;;;;;;;;x,,
CORPS_NAME;$NUM$$ORDER$ Corps;Corps $TYPE$ $NUM$$ORDER$;$NUM$$ORDER$ $TYPE$ Korps;;Cuerpos $NUM$$ORDER$ $TYPE$;;;;;;;;;x,,
DIVISION_NAME;$NUM$$ORDER$ $TYPE$ Division;Division $TYPE$ $NUM$$ORDER$;$NUM$$ORDER$ $TYPE$ Division;;División $NUM$$ORDER$ $TYPE$;;;;;;;;;x,,
NAVY_NAME;$NUM$$ORDER$ Navy;Flotte navale $NUM$$ORDER$;$NUM$$ORDER$ Flotte;;Armada $NUM$$ORDER$;;;;;;;;;x,,
AIR_NAME;$NUM$$ORDER$ Air wing;Flotte aérienne $NUM$$ORDER$;$NUM$$ORDER$ Luftgeschwader;;Escuadrilla $NUM$$ORDER$;;;;;;;;;x,,
ST;st;st;.;;.;;;;;;;;;x,,
ND;nd;nd;.;;.;;;;;;;;;x,,
TH;th;th;.;;.;;;;;;;;;x,,
RD;rd;rd;.;;.;;;;;;;;;x,,
##################################################;;;;;;;;;;;;;;x,,
# Combat;;;;;;;;;;;;;;x,,
##################################################;;;;;;;;;;;;;;x,,
BATTLE_ATTACKMOD;Attack Modifier;Modificateur d'attaque;Angriffsmodifikator;;Modificador de ataque;;;;;;;;;x,,
BATTLE_DEFENDMOD;Defend Modifier;Modificateur de défense;Verteidigungsmodifikator;;Modificador de defensa;;;;;;;;;x,,
BM_DISSENT;Dissent;Dissidence;Unmut;;Disensión;;;;;;;;;x,,
BM_LEADER_BONUS;Leader Skill;Compétence de Leader;Anführerfähigkeiten;;Habilidad de líder;;;;;;;;;x,,
BM_DIFFICULTY;Difficulty;Difficulté;Schwierigkeitsgrad;;Dificultad;;;;;;;;;x,,
BM_ENCIRCLEMENT_PENALTY;Encirclement Penalty;Pénalité d'encerclement;Abzug bei Einkesselung;;Penalización por cerco;;;;;;;;;x,,
BM_ENVELOPMENT_PENALTY;Envelopment Penalty;Pénalité d'enveloppement;Umfassungsabzug;;Penalización por rodeo;;;;;;;;;x,,
BM_DIVISION_PENALTY;Stacking Penalty;Pénalité de cumul;Stapel-Abzug;;Penal. apilamiento;;;;;;;;;x,,
BM_EXPERIENCE;Experience;Expérience;Erfahrung;;Experiencia;;;;;;;;;x,,
BM_MISSION_EFFICIENCY;Mission Efficiency;Efficacité de la mission;Missionseffizienz;;Eficacia de la misión;;;;;;;;;x,,
BM_DUGIN_MODIFIER;Dig-In;Retrancher;Eingraben;;Atrinch.;;;;;;;;;x,,
BM_AMPH_PENALTY;Amphibious Penalty;Pénalité Opérations amphibies;Amphibisch-Abzug;;Penalización anfibia;;;;;;;;;x,,
BM_FORT_MODIFIER;Fort Modifier;Modificateur de fort;Befestungsmodifikator;;Modificador por fuerte;;;;;;;;;x,,
BM_HQ_NEARBY;Nearby HQ;QG à proximité;Nahegelegenes HQ;;CG cercano;;;;;;;;;x,,
BM_PARATROOP_PENALTY;Paradrop Penalty;Pénalité Parachutiste;Luftlande-Abzug;;Penalización por lanzamiento en paracaídas;;;;;;;;;x,,
BM_RIVER_PENALTY;River crossing Penalty;Pénalité Traversée de fleuve;Flussüberquerungs-Abzug;;Penalización por cruce de río;;;;;;;;;x,,
BM_SHORE_BOMBARD;Shore bombardment;Bombardement côtier;Küstenbombardement;;Bombardeo costa;;;;;;;;;x,,
BM_LACK_OF_SUPPLIES;Lack of Supplies;Pénurie d’approvisionnement;Nachschubmangel;;Carencia de suministros;;;;;;;;;x,,
BM_MULTIPLE;Multiple Combat Penalty;Pénalité Combats multiples;Flankenangriff;;Penalización por combate múltiple;;;;;;;;;x,,
BM_COMBINED_ARMS;Combined Arms;Armes combinées;Komb. Waffengattungen;;Armamento combinado;;;;;;;;;x,,
BM_BASE_PROXIMITY;Base Proximity;Proximité de la base;Basisnähe;;Proximidad a la base;;;;;;;;;x,,
BM_RADAR_STATION;Radar Station;Station radar;Radarstation;;Estación de radar;;;;;;;;;x,,
BM_INTERCEPT;Intercept;Intercepter;Abfangen;;Interceptar;;;;;;;;;x,,
BM_AIRCOMBAT;Air Combat;Combat aérien;Luftkampf;;Combate aéreo;;;;;;;;;x,,
BM_TERRAIN;Terrain;Terrain;Gelände;;Terreno;;;;;;;;;x,,
BM_WEATHER;Weather;Conditions météorologiques;Wetter;;Tiempo;;;;;;;;;x,,
BM_NIGHT_MODIFIER;Night Modifier;Modificateur Nuit;Nachtmodifikator;;Modificador nocturno;;;;;;;;;x,,
BM_SURPRISE_PENALTY;Surprise Penalty;Pénalité Surprise;Überraschungsabzug;;Penalización por sorpresa;;;;;;;;;x,,
BM_TERRITORIAL_PRIDE;Territorial Pride;Patriotisme;Territorialer Stolz;;Orgullo territorial;;;;;;;;;x,,
BM_RADIO;Radio;Radio;Funk;;Radio;;;;;;;;;x,,
BM_DISSENT_desc;Due to a shortage of consumer goods on the home front, the troops are worried about their families and loved ones. This is reducing their effectiveness in combat. ;À cause de la pénurie de vivres, les troupes se font du souci pour leurs familles et leurs êtres chers restés à l'arrière. Ceci réduit leur efficacité au combat.;Der Mangel an Konsumgütern an der Heimatfront macht den Truppen Sorgen um ihre Familien und Freunde. Dies reduziert ihre Kampfeffizienz.;;Debido a una escasez de bienes de consumo en el frente interior, las tropas están preocupadas por sus familias y seres queridos. Esto reduce su efectividad en combate. ;;;;;;;;;x,
BM_LEADER_BONUS_desc;The leader of these units is using his skills to good effect. ;Le chef de ces unités utilise ses compétences à bon escient.;Der Anführer dieser Einheiten setzt seine Fähigkeiten effizient ein.;;El líder de estas unidades utiliza sus habilidades con buenos resultados. ;;;;;;;;;x,,
BM_DIFFICULTY_desc;Our choice of difficulty level is affecting combat.;Notre choix du niveau de difficulté a une influence sur le combat.;Unsere Wahl des Schwierigkeitsgrades beeinträchtigt die Kampfleistung.;;Nuestra elección de nivel de dificultad está afectando al combate.;;;;;;;;;x,,
BM_ENCIRCLEMENT_PENALTY_desc;Units that are encircled fight at a reduced efficiency. ;L'efficacité des unités encerclées est limitée.;Eingekreiste Einheiten kämpfen mit reduzierter Effizienz.;;Las unidades cercadas luchan con una eficacia reducida. ;;;;;;;;;x,,
BM_ENVELOPMENT_PENALTY_desc;Due to attacks coming from multiple directions, these units are fighting at reduced efficiency.;Les attaques sur plusieurs fronts réduisent l'efficacité au combat de ces unités.;Aufgrund von Angriffen aus mehreren Richtungen kämpfen diese Einheiten mit reduzierter Effizienz.;;Debido a ataques de múltiples vectores, estas unidades luchan con eficacia reducida.;;;;;;;;;x,
BM_DIVISION_PENALTY_desc;Each brigade committed into combat demands increasing staff work to coordinate properly. As more brigades are committed, the overall efficiency of the forces drops.;Davantage de travail de l'état-major en terme de coordination est requis pour chaque nouvelle brigade engagée au combat. Plus le nombre de brigades est important, plus l'efficacité globale des forces diminuera.;Jede in den Kampf gesandte Brigade erfordert beim Offiziersstab mehr Koordinationsarbeit. Mit steigender Zahl der kämpfenden Brigaden sinkt die allgemeine Truppeneffizienz.;;Cada brigada involucrada en el combate solicita un mayor trabajo de mando para una coordinación adecuada. Cuantas más brigadas estén involucradas, más caerá la eficiencia de las tropas.;;;;;;;;;x,
BM_EXPERIENCE_desc;The more experienced a brigade is, the better it will perform in combat.;Plus une brigade est expérimentée, plus sa performance au combat s'améliore.;Je erfahrener eine Brigade ist, desto besser kämpft sie.;;Cuanta más experiencia tenga una brigada, mejor resultado dará en el campo de batalla.;;;;;;;;;x,
BM_MISSION_EFFICIENCY_desc;Doctrine research gives bonuses to certain missions, allowing the units to perform better. ;Étudier une doctrine octroie des bonus lors de certaines missions, ce qui permet d'améliorer la performance des unités.;Doktrinforschung sorgt für Boni bei bestimmten Missionen, was die Einheiten besser kämpfen lässt.;;La investigación de una doctrina proporciona bonificaciones a ciertas misiones, permitiendo que las unidades funcionen mejor. ;;;;;;;;;x,
BM_DUGIN_MODIFIER_desc;Units will use time not moving and fighting to dig in. Dug-in units defend better due to their better defensive positions.;Les unités utiliseront le temps pendant lequel elle ne se déplacent pas et ne combattent pas pour se retrancher. Les unités retranchées se défendent mieux du fait de meilleures positions défensives.;Einheiten brauchen fürs Eingraben Zeit, während der sie nicht kämpfen bzw. marschieren können. Eingegrabene Einheiten verteidigen sich aufgrund ihrer besseren Verteidigungspositionen besser.;;Las unidades se quedarán quietas y dedicarán el tiempo a atrincherarse. Las unidades atrincheradas se defienden mejor gracias a sus posiciones defensivas mejoradas.;;;;;;;;;x,,
BM_AMPH_PENALTY_desc;When attempting an amphibious assault, the attacking units fight at a reduced rate. This is due to the limited number of possible landing sites, which allow the defender to focus his efforts there.;Lors d'une tentative d'assaut amphibie, la vitesse des attaques des unités est réduite. Ceci est dû au nombre limité d'endroits où il est possible de débarquer, sur lesquels l'adversaire concentre ses efforts.;Bei amphibischen Angriffen kämpfen die angreifenden Einheiten mit reduzierter Effizienz. Dies liegt an der begrenzten Anzahl an Landestellen, was dem Verteidiger wiederum erlaubt, seine Kräfte hier zu massieren.;;Al intentar un asalto anfibio, las unidades atacantes luchan a una efectividad reducida. Esto se debe al limitado número de lugares de desembarco en los que el defensor tiene que concentrar sus esfuerzos.;;;;;;;;;x
BM_FORT_MODIFIER_desc;Prepared fortifications give the defenders excellent cover, meaning the attacker fights at reduced efficiency. ;La construction de fortifications procure une excellente couverture défensive, ce qui réduit l'efficacité au combat des assaillants.;Bestehende befestigte Stellungen bieten den Verteidigern ausgezeichnete Deckung, weswegen der Angreifer mit reduzierter Effizienz kämpft.;;Las fortificaciones preparadas proporcionan a los defensores una cobertura excelente, lo que significa que el atacante lucha a una eficacia reducida. ;;;;;;;;;x,
BM_HQ_NEARBY_desc;Nearby Headquarters take some of the command burden off your generals, allowing them to focus on the battle and leading to greater combat efficiency. ;Les quartiers généraux à proximité se chargent d'une partie du travail de commandement de vos généraux ce qui permet à ceux-ci de se concentrer sur la bataille et d'accroître l'efficacité au combat.;Nahegelegene Hauptquartiere nehmen Ihren Generälen etwas Arbeit ab, wodurch sie sich auf die Schlacht konzentrieren können, was zu größerer Kampfeffizienz führt.;;La cercanía de un cuartel general alivia parte de la carga del mando a tus generales, lo que les permite centrarse en la batalla y mejorar su eficacia en combate. ;;;;;;;;;x,
BM_PARATROOP_PENALTY_desc;Dropping units by parachute is a very risky business. Inevitably parts of the unit will be dispersed over a wide area, leading to reduced combat performance. ;Entreprendre de parachuter des unités est très risqué. Une partie de l'unité sera dispersée sur une large zone, ce qui réduira la performance de l'unité au combat.;Fallschirmjägerabsprünge sind sehr riskant. Teile der Einheit werden unweigerlich über einen großen Bereich verstreut, was zu reduzierter Kampfeffizienz führt.;;Lanzar unidades en paracaídas es algo muy arriesgado. Es inevitable que partes de la unidad queden dispersas por un área amplia y eso conlleva una eficacia de combate reducida. ;;;;;;;;;x,
BM_RIVER_PENALTY_desc;Rivers make excellent defensive positions due to the difficulty of crossing them. This terrain favours the defence. ;Les fleuves constituent d'excellentes positions défensives étant donné qu'il est difficile de les traverser. Ce terrain privilégie la défense.;Flüsse sind dank der Schwierigkeit, sie zu überqueren, exzellente Verteidigungspositionen. Dieses Gelände eignet sich für die Verteidigung.;;Los ríos son unas posiciones defensivas excelentes debido a la dificultad que entraña cruzarlos. Este terreno favorece la defensa. ;;;;;;;;;x,,
BM_SHORE_BOMBARD_desc;The supporting big guns of the adjacent battle fleet are making things a little uncomfortable for the opposition. ;Les gros canons soutenant la flotte adjacente ont légèrement changé la donne pour l'adversaire.;Die unterstützenden schweren Geschütze der in der Nähe liegenden Schlachtflotte machen dem Feind das Leben schwer.;;Los cañones de apoyo de la flota de combate contigua están complicando bastante las cosas al enemigo. ;;;;;;;;;x,,
BM_LACK_OF_SUPPLIES_desc;With insufficient supplies reaching the units they are having to be careful in their use of things like ammunition. This is reducing their effectiveness. ;Lorsque les unités sont insuffisamment approvisionnées, il leur faut utiliser avec parcimonie les ressources telles que les munitions. Cette situation réduit leur efficacité.;Wegen des unzureichenden Nachschubs müssen die Einheiten z. B. mit Munition sparsam umgehen. Dies reduziert ihre Effizienz.;;Como los suministros que reciben las unidades son insuficientes, deben tener mucho cuidado con cosas como la munición. Esto reduce su efectividad. ;;;;;;;;;x,,
BM_MULTIPLE_desc;Units that are simultaneously attacking and defending find it a bit difficult to do both. ;Lorsqu'elles doivent attaquer et défendre, les unités éprouvent quelques difficultés à le faire simultanément.;Gleichzeitig angreifende und verteidigende Einheiten finden beides gleichermaßen schwierig.;;A las unidades que están atacando y defendiendo a la vez les cuesta un poco más hacer ambas cosas. ;;;;;;;;;x,,
BM_COMBINED_ARMS_desc;A division with a blend of hard units (like armour) and soft units performs much better than other divisions. ;Une division alliant unités blindées et unités non blindées est bien plus performante que les autres divisions.;Eine Division mit gemischten gepanzerten und ungepanzerten Einheiten kämpft viel besser als andere Divisionen.;;Una división con un mezcla de unidades duras (como blindados) y unidades blandas tiene un funcionamiento mucho mejor que el de las demás. ;;;;;;;;;x,,
